Carrier,Description,Service_Code,ServiceId,,,,
Hermes,Hermes @ NDay,H24,916ce737-f8ad-4b99-9e51-0cb62fd59c6b,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""H24"",ServiceGroup = ""Hermes"",ServiceName = ""Hermes @ NDay"",ServiceTag = ""H24"",ServiceUniqueId = new Guid(""916ce737-f8ad-4b99-9e51-0cb62fd59c6b"")});"
Hermes,Hermes @ Nday Signed,H24POD,1309805D-BF2F-476E-AD91-835A0528EB06,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""H24POD"",ServiceGroup = ""Hermes"",ServiceName = ""Hermes @ Nday Signed"",ServiceTag = ""H24POD"",ServiceUniqueId = new Guid(""1309805D-BF2F-476E-AD91-835A0528EB06"")});"
Hermes,Hermes @ 2Day,H48,ed4698b8-07cf-4502-97e1-bfbd4de92193,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""H48"",ServiceGroup = ""Hermes"",ServiceName = ""Hermes @ 2Day"",ServiceTag = ""H48"",ServiceUniqueId = new Guid(""ed4698b8-07cf-4502-97e1-bfbd4de92193"")});"
Hermes,Hermes @ 2Day Signed,H48POD,91D56596-8465-482B-B745-C5D41BBB32EF,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""H48POD"",ServiceGroup = ""Hermes"",ServiceName = ""Hermes @ 2Day Signed"",ServiceTag = ""H48POD"",ServiceUniqueId = new Guid(""91D56596-8465-482B-B745-C5D41BBB32EF"")});"
Yodel,Yodel - PRIORITY 12:00,Y10 ,B6FFDAA1-57AF-4569-BB54-F9D2C1FB25C9,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""Y10 "",ServiceGroup = ""Yodel"",ServiceName = ""Yodel - PRIORITY 12:00"",ServiceTag = ""Y10 "",ServiceUniqueId = new Guid(""B6FFDAA1-57AF-4569-BB54-F9D2C1FB25C9"")});"
Yodel,Yodel - EXPRESS 24,Y20 ,FDFCCFD7-A3C3-4B64-83C1-3544A851E5A7,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""Y20 "",ServiceGroup = ""Yodel"",ServiceName = ""Yodel - EXPRESS 24"",ServiceTag = ""Y20 "",ServiceUniqueId = new Guid(""FDFCCFD7-A3C3-4B64-83C1-3544A851E5A7"")});"
Yodel,Yodel - EXPRESS 48,Y30 ,2655CC0D-9BF0-4CC0-BAD2-90CE8F2ECB08,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""Y30 "",ServiceGroup = ""Yodel"",ServiceName = ""Yodel - EXPRESS 48"",ServiceTag = ""Y30 "",ServiceUniqueId = new Guid(""2655CC0D-9BF0-4CC0-BAD2-90CE8F2ECB08"")});"
Yodel,Yodel - SATURDAY PRIORITY 12:00,Y40 ,3B97A0F1-AD62-4876-9877-7F144D1E1B16,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""Y40 "",ServiceGroup = ""Yodel"",ServiceName = ""Yodel - SATURDAY PRIORITY 12:00"",ServiceTag = ""Y40 "",ServiceUniqueId = new Guid(""3B97A0F1-AD62-4876-9877-7F144D1E1B16"")});"
Yodel,Yodel - EXPRESS ISLE,Y60 ,B4BA2EE8-792D-4524-9800-3DD30E2DBA63,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""Y60 "",ServiceGroup = ""Yodel"",ServiceName = ""Yodel - EXPRESS ISLE"",ServiceTag = ""Y60 "",ServiceUniqueId = new Guid(""B4BA2EE8-792D-4524-9800-3DD30E2DBA63"")});"
Yodel,Yodel - EXPRESS 24 (BT)                              ,Y120,E1B3A3AC-B0AD-4D0C-B545-0471EB388696,,,,"services.Add(new Classes.CourierService() { ServiceCode = ""Y120"",ServiceGroup = ""Yodel"",ServiceName = ""Yodel - EXPRESS 24 (BT)                              "",ServiceTag = ""Y120"",ServiceUniqueId = new Guid(""E1B3A3AC-B0AD-4D0C-B545-0471EB388696"")});"
